id_colaborador,matricula,nome_colaborador,sexo,data_nascimento,data_admissao,data_desligamento,status_colaborador,tipo_desligamento,id_area,id_cargo,id_gestor,id_unidade
1023,MAT01023,Levi Campos,Masculino,1971-05-12,2023-11-15,,Ativo,,1,3,62,9
1024,MAT01024,Leandro Camargo,Masculino,2000-08-10,2020-07-19,,Ativo,,8,2,47,7
1025,MAT01025,Marcelo Sales,Feminino,1996-05-01,2020-11-30,,Ativo,,4,4,1,9
1026,MAT01026,Thomas Gomes,Feminino,1983-05-16,2019-07-13,,Ativo,,2,1,69,1
1027,MAT01027,Cecilia Oliveira,Masculino,1975-05-01,2023-07-08,,Ativo,,1,2,56,13
1028,MAT01028,Mariana Cirino,Feminino,1967-04-26,2021-04-14,,Ativo,,4,3,1,9
1029,MAT01029,Zoe Sales,Feminino,1993-07-18,2022-03-11,,Ativo,,1,2,56,7
1030,MAT01030,Emanuella Novais,Masculino,1995-12-24,2020-10-20,2024-09-01,Desligado,Voluntário,2,1,50,14
1031,MAT01031,Samuel da Paz,Masculino,1991-05-03,2022-03-30,,Ativo,,1,4,55,11
1032,MAT01032,Francisco Dias,Masculino,1972-10-26,2020-09-08,,Ativo,,6,2,35,5
1033,MAT01033,Ana Júlia Fogaça,Masculino,1971-05-14,2025-04-10,,Ativo,,6,5,25,14
1034,MAT01034,Ryan Carvalho,Feminino,1994-03-10,2018-10-08,,Ativo,,1,4,15,11
1035,MAT01035,Matheus Novais,Feminino,1977-05-23,2023-02-09,,Ativo,,5,3,80,8
1036,MAT01036,Sabrina Jesus,Feminino,1985-01-05,2020-02-09,,Ativo,,4,7,7,9
1037,MAT01037,Rebeca Leão,Feminino,1994-02-10,2018-04-01,2021-07-06,Desligado,Involuntário,6,7,17,12
1038,MAT01038,Sra. Rebeca Cavalcante,Feminino,2005-04-03,2022-12-01,,Ativo,,6,3,20,1
1039,MAT01039,Arthur Vieira,Masculino,1992-06-14,2023-07-15,2024-08-27,Desligado,Voluntário,5,4,64,6
1040,MAT01040,João Vitor Andrade,Feminino,2003-06-03,2023-03-15,,Ativo,,2,1,19,1
1041,MAT01041,Henry Gabriel Nascimento,Feminino,1980-02-18,2020-12-27,,Ativo,,6,6,61,3
1042,MAT01042,Enzo Gabriel Vasconcelos,Masculino,1989-07-27,2020-02-27,,Ativo,,6,4,2,2
1043,MAT01043,Sabrina Novaes,Masculino,1981-08-08,2020-10-16,,Ativo,,6,4,5,4
1044,MAT01044,Brenda Oliveira,Masculino,1999-09-22,2023-03-03,,Ativo,,4,4,27,8
1045,MAT01045,João Felipe Vasconcelos,Masculino,1986-06-06,2022-05-13,2022-11-05,Desligado,Voluntário,4,2,71,9
1046,MAT01046,Maria Clara Nogueira,Feminino,1989-08-21,2019-05-16,,Ativo,,3,3,39,4
1047,MAT01047,Pedro Lucas Nogueira,Feminino,2002-11-07,2022-01-16,,Ativo,,3,2,15,4
1048,MAT01048,Otávio Caldeira,Feminino,1978-06-01,2025-02-05,,Ativo,,2,1,22,13
1049,MAT01049,Dra. Isadora da Rosa,Feminino,1968-02-13,2021-02-04,,Ativo,,3,3,32,1
1050,MAT01050,Rael da Luz,Feminino,1968-12-16,2018-06-22,2025-05-28,Desligado,Voluntário,3,2,20,6
1051,MAT01051,Sr. Pedro Lucas Campos,Feminino,1990-03-16,2019-01-02,,Ativo,,7,2,12,11
1052,MAT01052,Gustavo Henrique Sousa,Masculino,1984-11-02,2024-12-08,2025-04-07,Desligado,Voluntário,1,1,46,11
1053,MAT01053,Marcela Santos,Feminino,1971-02-05,2019-09-23,,Ativo,,1,4,63,4
1054,MAT01054,Mariane Cavalcante,Feminino,1970-11-25,2021-07-21,2023-09-30,Desligado,Voluntário,1,1,57,12
1055,MAT01055,Cecilia Viana,Masculino,2004-12-13,2020-03-01,,Ativo,,2,2,46,12
1056,MAT01056,Gustavo Araújo,Feminino,1989-01-16,2019-07-06,,Ativo,,8,2,57,9
1057,MAT01057,Marcela Nascimento,Masculino,1971-12-16,2021-04-22,,Ativo,,1,1,25,10
1058,MAT01058,Vitor Gabriel Cavalcante,Feminino,1971-06-11,2020-02-04,,Ativo,,3,4,60,5
1059,MAT01059,Dr. João Vitor Oliveira,Masculino,1970-03-03,2024-09-18,2025-09-14,Desligado,Involuntário,2,1,20,8
1060,MAT01060,Théo Rocha,Feminino,1989-09-12,2021-04-26,,Ativo,,5,4,59,1
1061,MAT01061,Davi Luiz Sá,Masculino,1973-07-24,2025-02-26,,Ativo,,1,1,24,15
1062,MAT01062,Ana Liz da Mota,Feminino,1982-10-08,2018-03-18,,Ativo,,4,4,42,12
1063,MAT01063,Carolina Sampaio,Masculino,1971-07-07,2018-09-17,,Ativo,,2,2,68,11
1064,MAT01064,Josué Casa Grande,Feminino,1970-03-20,2023-07-31,,Ativo,,2,4,37,6
1065,MAT01065,Sra. Isadora Teixeira,Feminino,1985-02-04,2022-08-06,,Ativo,,2,2,67,11
1066,MAT01066,Maria Júlia Mendonça,Feminino,2003-03-06,2018-10-01,,Ativo,,6,3,5,4
1067,MAT01067,João Felipe Pires,Masculino,1974-04-04,2019-03-15,,Ativo,,4,6,5,10
1068,MAT01068,Maria Flor Machado,Feminino,1981-11-16,2025-03-13,2025-10-23,Desligado,Voluntário,1,3,80,12
1069,MAT01069,Caleb Guerra,Feminino,1989-01-12,2024-08-14,,Ativo,,3,4,29,10
1070,MAT01070,Lara Sales,Masculino,2005-04-21,2018-10-18,2024-07-20,Desligado,Voluntário,5,4,11,8
1071,MAT01071,Dr. Ryan Duarte,Feminino,2002-06-18,2025-03-02,,Ativo,,7,4,54,14
1072,MAT01072,Agatha Vasconcelos,Feminino,2002-10-09,2022-02-20,,Ativo,,2,3,68,1
1073,MAT01073,Srta. Natália Porto,Feminino,1986-02-07,2018-10-16,,Ativo,,2,2,67,2
1074,MAT01074,Maria Alice Azevedo,Feminino,1991-09-13,2019-02-19,,Ativo,,3,4,25,4
1075,MAT01075,Maria Laura Cunha,Masculino,1990-10-21,2023-11-26,,Ativo,,5,3,23,9
1076,MAT01076,Hadassa Monteiro,Feminino,1979-12-04,2024-04-05,,Ativo,,4,3,74,6
1077,MAT01077,Lorenzo da Paz,Feminino,1978-02-06,2023-02-22,,Ativo,,6,5,24,9
1078,MAT01078,Sr. Ryan Viana,Masculino,1973-06-22,2022-07-03,,Ativo,,1,2,21,9
1079,MAT01079,Sr. Augusto Brito,Feminino,1977-06-11,2024-09-23,2025-09-29,Desligado,Voluntário,3,3,42,14
1080,MAT01080,Natália Almeida,Masculino,1979-11-14,2022-03-03,,Ativo,,5,3,42,10
1081,MAT01081,Emanuel Macedo,Feminino,1969-09-07,2020-09-12,2023-01-18,Desligado,Voluntário,1,2,71,15
1082,MAT01082,Agatha Lima,Feminino,1982-08-15,2020-11-06,,Ativo,,3,4,51,1
1083,MAT01083,Davi Lucca Rezende,Masculino,1987-10-01,2018-05-22,,Ativo,,1,4,67,3
1084,MAT01084,Emanuel da Mota,Masculino,2005-05-08,2021-05-21,,Ativo,,4,6,28,14
1085,MAT01085,Luiz Miguel da Cunha,Feminino,2004-12-27,2021-07-13,2023-04-29,Desligado,Voluntário,7,2,71,9
1086,MAT01086,Marcelo Rios,Masculino,1969-10-05,2024-03-28,,Ativo,,2,2,13,1
1087,MAT01087,Eloah Aragão,Feminino,1983-03-05,2023-03-01,2024-02-25,Desligado,Voluntário,3,4,47,15
1088,MAT01088,Lorena Silveira,Feminino,1990-04-09,2024-07-12,,Ativo,,3,3,39,2
1089,MAT01089,Srta. Mariane Rezende,Masculino,1980-10-07,2024-05-25,,Ativo,,6,2,10,12
1090,MAT01090,Calebe Abreu,Masculino,1975-03-16,2021-08-22,2025-10-02,Desligado,Voluntário,6,7,74,14
1091,MAT01091,Rhavi Barbosa,Masculino,1967-11-10,2019-01-26,,Ativo,,3,4,5,12
1092,MAT01092,Henry Gabriel Moreira,Feminino,1981-02-25,2024-06-18,,Ativo,,7,4,8,15
1093,MAT01093,Melina Albuquerque,Masculino,1983-07-14,2021-10-01,,Ativo,,7,1,16,14
1094,MAT01094,Luigi Campos,Feminino,1967-01-21,2020-07-17,2025-02-23,Desligado,Involuntário,2,1,49,1
1095,MAT01095,Caroline Mendes,Masculino,1972-01-11,2021-06-02,,Ativo,,5,4,70,10
1096,MAT01096,Ian Gomes,Masculino,1985-09-23,2019-09-05,2022-05-26,Desligado,Involuntário,2,2,20,1
1097,MAT01097,Cauã Caldeira,Masculino,1977-10-19,2022-05-29,,Ativo,,7,2,65,2
1098,MAT01098,Dr. Kaique Carvalho,Feminino,1978-05-26,2020-06-28,,Ativo,,5,7,51,3
1099,MAT01099,Catarina Ramos,Feminino,1984-02-16,2019-06-26,,Ativo,,5,6,74,12
1100,MAT01100,Cecília Azevedo,Masculino,1970-07-09,2018-07-21,,Ativo,,3,3,11,7
1101,MAT01101,Alexia Pimenta,Feminino,1978-12-05,2023-08-18,,Ativo,,5,4,18,8
1102,MAT01102,Eloah Macedo,Feminino,1993-08-13,2024-04-09,,Ativo,,1,3,74,4
1103,MAT01103,Sr. Dom Jesus,Feminino,1972-04-08,2024-04-17,,Ativo,,5,6,10,5
1104,MAT01104,Melina Cunha,Feminino,1985-11-19,2022-10-28,,Ativo,,8,3,12,2
1105,MAT01105,Carlos Eduardo Carvalho,Feminino,1978-06-12,2022-08-22,,Ativo,,3,2,25,6
1106,MAT01106,Matheus Ferreira,Masculino,1967-11-01,2021-11-12,,Ativo,,6,6,40,3
1107,MAT01107,Luara Vieira,Masculino,1977-10-05,2021-12-03,2024-08-21,Desligado,Involuntário,7,3,6,15
1108,MAT01108,Josué da Mota,Masculino,1993-11-12,2020-08-14,,Ativo,,5,4,20,13
1109,MAT01109,Antonella da Cruz,Masculino,1998-12-02,2018-12-18,,Ativo,,3,2,32,10
1110,MAT01110,Larissa Vasconcelos,Feminino,1987-01-11,2019-08-28,,Ativo,,7,1,15,5
1111,MAT01111,Srta. Liz Costela,Masculino,1975-01-11,2023-01-18,,Ativo,,5,6,27,12
1112,MAT01112,Sophia Correia,Masculino,1992-04-18,2024-01-13,2025-09-29,Desligado,Involuntário,2,4,34,9
1113,MAT01113,Sra. Laís Ramos,Feminino,1996-12-23,2023-06-02,,Ativo,,5,4,3,7
1114,MAT01114,Isaque Monteiro,Masculino,1972-01-09,2024-07-15,,Ativo,,1,3,22,1
1115,MAT01115,Brenda da Costa,Feminino,1993-12-20,2021-03-09,,Ativo,,2,1,35,1
1116,MAT01116,Ana Sophia Moura,Masculino,2005-02-13,2023-03-20,,Ativo,,1,3,35,11
1117,MAT01117,Luiz Miguel Dias,Masculino,1982-02-01,2025-05-27,,Ativo,,3,6,38,14
1118,MAT01118,Mathias Nunes,Masculino,1981-04-13,2025-04-13,,Ativo,,1,3,66,12
1119,MAT01119,Maria Clara Nogueira,Feminino,1985-08-28,2019-02-12,,Ativo,,2,4,77,9
1120,MAT01120,Emanuella Teixeira,Masculino,1994-04-17,2018-12-27,2024-05-14,Desligado,Involuntário,3,6,72,15
1121,MAT01121,Ana Sophia Almeida,Masculino,2003-04-17,2018-03-30,,Ativo,,4,3,40,6
1122,MAT01122,Ana Lívia Albuquerque,Feminino,1980-12-06,2023-06-30,,Ativo,,2,3,3,6
1123,MAT01123,Henrique Aparecida,Feminino,1983-11-10,2021-12-12,,Ativo,,1,2,31,9
1124,MAT01124,Miguel Montenegro,Feminino,2002-11-09,2021-02-03,,Ativo,,2,2,50,15
1125,MAT01125,Theodoro Vargas,Feminino,1970-05-08,2018-05-01,,Ativo,,7,2,20,6
1126,MAT01126,Mariana Sampaio,Masculino,1997-02-24,2022-05-29,2024-10-17,Desligado,Involuntário,8,3,67,11
1127,MAT01127,Antonella Porto,Feminino,1991-07-08,2024-11-13,,Ativo,,3,4,74,3
1128,MAT01128,Zoe Pimenta,Feminino,1986-10-11,2022-10-13,,Ativo,,6,4,58,9
1129,MAT01129,João Lucas Barros,Feminino,1992-11-05,2019-06-24,,Ativo,,2,3,75,9
1130,MAT01130,Bruno Moraes,Masculino,1997-05-23,2020-04-08,,Ativo,,4,8,68,15
1131,MAT01131,Eduardo Nascimento,Feminino,1978-03-21,2019-07-08,2021-07-14,Desligado,Voluntário,2,1,41,2
1132,MAT01132,Dr. Benício das Neves,Masculino,1971-12-04,2024-04-01,,Ativo,,1,4,24,6
1133,MAT01133,Sra. Isabella Araújo,Masculino,2004-06-14,2019-08-20,2024-06-28,Desligado,Involuntário,1,1,39,8
1134,MAT01134,Caio Lopes,Feminino,1988-03-25,2025-02-21,,Ativo,,3,2,25,2
1135,MAT01135,Rafael Pimenta,Feminino,1994-01-25,2019-06-23,,Ativo,,2,3,79,10
1136,MAT01136,Ana Laura das Neves,Feminino,1967-10-20,2020-12-29,2022-07-14,Desligado,Voluntário,1,4,77,4
1137,MAT01137,Emanuella Campos,Feminino,2004-06-03,2020-08-03,,Ativo,,1,2,62,3
1138,MAT01138,Davi Miguel Sampaio,Masculino,1967-08-23,2023-08-20,,Ativo,,3,5,48,3
1139,MAT01139,Enrico Monteiro,Feminino,1974-08-05,2022-05-07,,Ativo,,7,1,21,4
1140,MAT01140,Dr. Enzo Freitas,Masculino,2003-07-25,2020-07-15,,Ativo,,8,4,2,15
1141,MAT01141,João Felipe Siqueira,Masculino,1979-04-24,2021-01-10,,Ativo,,2,2,26,13
1142,MAT01142,Arthur Farias,Feminino,2001-03-15,2020-04-17,,Ativo,,1,3,79,8
1143,MAT01143,Júlia Moura,Feminino,1976-04-14,2021-08-23,,Ativo,,3,3,52,13
1144,MAT01144,João Silva,Feminino,1967-12-27,2018-06-21,,Ativo,,6,2,49,12
1145,MAT01145,Ana Vitória Monteiro,Feminino,1980-10-24,2021-07-05,2024-12-17,Desligado,Voluntário,2,1,77,9
1146,MAT01146,Sophia Fonseca,Masculino,2003-09-04,2023-11-22,,Ativo,,3,3,58,8
1147,MAT01147,Theo Nunes,Feminino,1990-09-18,2018-06-23,2023-02-27,Desligado,Involuntário,3,3,6,9
1148,MAT01148,Léo Castro,Feminino,1972-11-02,2022-05-06,,Ativo,,2,2,25,5
1149,MAT01149,Cauã Oliveira,Feminino,1980-05-25,2022-12-06,,Ativo,,6,2,37,8
1150,MAT01150,Bruna da Conceição,Feminino,1978-05-20,2019-11-13,2020-09-21,Desligado,Involuntário,1,4,67,15
1151,MAT01151,Dra. Agatha Aparecida,Masculino,1976-11-15,2019-08-06,,Ativo,,1,4,12,12
1152,MAT01152,Joaquim Aparecida,Masculino,1998-03-25,2023-08-13,2025-07-02,Desligado,Voluntário,1,4,70,3
1153,MAT01153,Maria Clara Gomes,Masculino,1979-06-15,2022-05-30,,Ativo,,7,4,4,3
1154,MAT01154,Felipe Andrade,Feminino,1968-12-07,2023-02-02,,Ativo,,1,2,59,2
1155,MAT01155,Mariah Câmara,Feminino,1985-12-21,2020-10-21,2025-01-15,Desligado,Involuntário,2,2,21,12
1156,MAT01156,Sr. Oliver Silveira,Masculino,2000-02-23,2019-05-22,,Ativo,,2,2,58,11
1157,MAT01157,Dr. Breno Oliveira,Feminino,2000-09-23,2022-01-26,,Ativo,,5,4,50,12
1158,MAT01158,Sr. Theodoro Rocha,Masculino,1995-07-18,2023-09-27,2025-01-18,Desligado,Voluntário,2,2,6,13
1159,MAT01159,Felipe Câmara,Feminino,1984-10-28,2019-12-01,2021-11-04,Desligado,Voluntário,8,3,21,14
1160,MAT01160,Ana Clara Guerra,Feminino,1994-12-02,2019-08-16,,Ativo,,8,2,54,5
1161,MAT01161,Ravi Lucca da Paz,Feminino,1977-05-21,2021-06-21,,Ativo,,8,3,24,2
1162,MAT01162,Luan Borges,Masculino,1993-01-20,2019-06-23,,Ativo,,4,2,33,1
1163,MAT01163,Mirella Albuquerque,Masculino,1974-08-18,2023-02-22,,Ativo,,7,4,1,10
1164,MAT01164,Sr. João Vitor Nunes,Masculino,1990-04-19,2023-07-15,,Ativo,,1,2,61,8
1165,MAT01165,Joaquim Martins,Masculino,1977-02-20,2022-08-07,,Ativo,,2,1,77,1
1166,MAT01166,Dr. Gael Henrique Siqueira,Feminino,1970-05-20,2020-09-29,2024-07-07,Desligado,Voluntário,2,1,72,14
1167,MAT01167,Isabelly Cassiano,Feminino,2002-03-05,2020-04-30,,Ativo,,5,5,8,11
1168,MAT01168,Nicolas Alves,Masculino,2003-03-28,2021-11-30,,Ativo,,6,3,5,11
1169,MAT01169,Vitor Hugo Ferreira,Feminino,1967-05-11,2024-06-25,,Ativo,,1,1,12,1
1170,MAT01170,Alexia Farias,Feminino,1979-03-06,2019-03-23,,Ativo,,5,3,37,10
1171,MAT01171,Marcos Vinicius Sousa,Feminino,1967-10-26,2025-05-31,,Ativo,,1,3,72,3
1172,MAT01172,Sra. Bella Costela,Feminino,1968-06-02,2023-02-09,,Ativo,,1,1,12,13
1173,MAT01173,Isabela Leão,Feminino,1985-06-13,2021-05-10,,Ativo,,7,1,9,13
1174,MAT01174,Ana Liz Casa Grande,Feminino,1970-02-10,2022-10-17,2025-09-05,Desligado,Involuntário,2,4,18,2
1175,MAT01175,Sra. Ayla Aparecida,Feminino,1984-09-14,2021-01-29,,Ativo,,5,5,68,4
1176,MAT01176,Vicente Jesus,Feminino,2002-02-19,2020-05-06,2024-09-06,Desligado,Involuntário,3,2,68,2
1177,MAT01177,Sra. Natália Souza,Masculino,1967-12-10,2023-06-05,,Ativo,,2,3,55,10
1178,MAT01178,Calebe Montenegro,Feminino,1989-09-19,2021-07-20,,Ativo,,5,5,80,6
1179,MAT01179,Matteo Barbosa,Masculino,1969-08-17,2019-06-16,,Ativo,,2,2,64,8
1180,MAT01180,Ana Liz Lopes,Masculino,1991-12-10,2020-01-07,,Ativo,,7,2,25,1
1181,MAT01181,Caroline da Costa,Masculino,2004-08-21,2019-04-30,,Ativo,,3,4,16,12
1182,MAT01182,José Pedro Dias,Feminino,1979-07-02,2020-04-29,,Ativo,,4,5,43,6
1183,MAT01183,Lunna Dias,Masculino,1992-01-21,2024-04-14,,Ativo,,3,6,26,12
1184,MAT01184,Júlia da Conceição,Masculino,1989-02-10,2021-02-27,,Ativo,,8,4,39,9
1185,MAT01185,Guilherme Carvalho,Masculino,1985-01-04,2024-03-02,2025-05-07,Desligado,Voluntário,7,2,44,7
1186,MAT01186,Bianca Cassiano,Masculino,2004-03-07,2024-05-19,,Ativo,,3,5,43,14
1187,MAT01187,Enzo Machado,Feminino,1975-08-26,2021-10-16,,Ativo,,1,3,5,11
1188,MAT01188,Luara Jesus,Feminino,1975-03-21,2019-07-11,,Ativo,,2,3,59,15
1189,MAT01189,Vitor Gabriel Fogaça,Feminino,1984-08-26,2024-01-09,,Ativo,,8,5,53,15
1190,MAT01190,Rael das Neves,Masculino,1972-05-19,2018-08-18,,Ativo,,3,6,41,9
1191,MAT01191,Julia Campos,Feminino,2004-04-19,2024-01-04,2025-03-08,Desligado,Voluntário,2,2,46,2
1192,MAT01192,Emanuel Rodrigues,Masculino,1988-01-11,2019-09-04,,Ativo,,1,4,49,11
1193,MAT01193,Asafe Cunha,Masculino,1995-10-20,2023-12-29,,Ativo,,6,4,50,3
1194,MAT01194,Sr. Caleb Silva,Masculino,1998-05-23,2024-09-03,,Ativo,,4,5,41,12
1195,MAT01195,Luiz Henrique Gonçalves,Feminino,1988-07-03,2018-05-10,,Ativo,,4,3,64,15
1196,MAT01196,Ana Julia Rocha,Masculino,1982-08-27,2020-08-31,,Ativo,,7,1,39,4
1197,MAT01197,José Pedro Cavalcanti,Masculino,1986-03-04,2023-11-21,,Ativo,,4,3,48,13
1198,MAT01198,Nathan Machado,Masculino,1993-02-15,2018-06-03,2024-05-04,Desligado,Involuntário,2,4,4,13
1199,MAT01199,Isadora Brito,Feminino,1973-03-07,2023-05-31,2024-08-11,Desligado,Involuntário,1,2,62,12
1200,MAT01200,Bella Vieira,Feminino,1986-06-05,2023-11-15,,Ativo,,4,2,13,14
